Order-ref,Channel,Order_Status,OCD,Age_Status
ref_877370467,Business,Completed,01/05/2019,
ref_877364638,Carrier,In Progress,01/05/2019,BAU
ref_877364390,Carrier,In Progress,01/05/2019,BAU
ref_877475750,Business,Completed,02/05/2019,
ref_877475536,Business,Completed,02/05/2019,
ref_877468543,Internal,Cease Completed,02/05/2019,
ref_877468519,Internal,Cease Completed,02/05/2019,
ref_877468493,Carrier,Cease Completed,02/05/2019,
ref_877468472,Carrier,Cease Completed,02/05/2019,
ref_877468451,Internal,Cease Completed,02/05/2019,
ref_877468411,Business,Cease Completed,02/05/2019,
ref_877468378,Business,Cease Completed,02/05/2019,
ref_877468355,Business,Cease Completed,02/05/2019,
ref_877468322,Business,Cease Completed,02/05/2019,
ref_877468304,Business,Cease Completed,02/05/2019,
ref_877468204,Business,Cease Completed,02/05/2019,
ref_877458017,Carrier,Cease Completed,02/05/2019,
ref_877457939,Carrier,Cease Completed,02/05/2019,
ref_877457817,Carrier,Cease Completed,02/05/2019,
ref_877457692,Business,Cease Completed,02/05/2019,
ref_877457609,Business,Cease Completed,02/05/2019,
ref_877455422,Business,Cease Completed,02/05/2019,
ref_877455399,Business,Cease Completed,02/05/2019,
ref_877455376,Business,Cease Completed,02/05/2019,
ref_877455353,Business,Cease Completed,02/05/2019,
ref_877455330,Business,Cease Completed,02/05/2019,
ref_877455287,Business,Cease Completed,02/05/2019,
ref_877406304,Internal,In Progress,02/05/2019,BAU
ref_877399173,Business,Parked,02/05/2019,Project Parked
ref_877398832,Business,Completed,02/05/2019,
ref_877398638,Business,Cancelled,02/05/2019,BAU
ref_877398424,Business,Completed,02/05/2019,
ref_877510077,Business,Completed,03/05/2019,
ref_877509756,Business,Completed,03/05/2019,
ref_877509554,Business,Completed,03/05/2019,
ref_877509342,Business,Completed,03/05/2019,
ref_877497261,Carrier,Completed,03/05/2019,
ref_877495201,Carrier,Cancelled,03/05/2019,Backlog
ref_877469641,Business,Completed,03/05/2019,
ref_877469631,Carrier,In Progress,03/05/2019,BAU
ref_877469271,Carrier,Completed,03/05/2019,
ref_877407124,Business,Completed,03/05/2019,
ref_877406899,Business,In Progress,03/05/2019,BAU
ref_877402545,Business,Cease Completed,03/05/2019,
ref_877375110,Business,Cease Completed,03/05/2019,
ref_877375078,Business,Cease Completed,03/05/2019,
ref_877374933,Carrier,Cease Completed,03/05/2019,
ref_877374739,Carrier,Cease Completed,03/05/2019,
ref_877374636,Business,Cease Completed,03/05/2019,
ref_877374593,Internal,Cease Completed,03/05/2019,
ref_877374569,Internal,Cease Completed,03/05/2019,
ref_877374548,Internal,Cease Completed,03/05/2019,
ref_877374527,Internal,Cease Completed,03/05/2019,
ref_877373980,Internal,Cease Completed,03/05/2019,
ref_877363937,Business,Cease Completed,03/05/2019,
ref_877363914,Business,Cease Completed,03/05/2019,
ref_877363887,Business,Cease Completed,03/05/2019,
ref_877363864,Business,Cease Completed,03/05/2019,
ref_877606549,Business,In Progress,07/05/2019,BAU
ref_877606329,Business,Completed,07/05/2019,
ref_877601154,Business,Cease Completed,07/05/2019,
ref_877601082,Business,Cease Completed,07/05/2019,
ref_877601010,Business,Cease Completed,07/05/2019,
ref_877600922,Business,Cease Completed,07/05/2019,
ref_877595909,Internal,Completed,07/05/2019,
ref_877595724,Internal,Completed,07/05/2019,
ref_877595511,Internal,Completed,07/05/2019,
ref_877595327,Internal,Completed,07/05/2019,
ref_877589218,Carrier,Cease Completed,07/05/2019,
ref_877585998,Business,Completed,07/05/2019,
ref_877585786,Business,Completed,07/05/2019,
ref_877585604,Business,Completed,07/05/2019,
ref_877585420,Business,Completed,07/05/2019,
ref_877585242,Business,Completed,07/05/2019,
ref_877581064,Business,Completed,07/05/2019,
ref_877580883,Business,Completed,07/05/2019,
ref_877580704,Business,Completed,07/05/2019,
ref_877580526,Business,Completed,07/05/2019,
ref_877580348,Business,Completed,07/05/2019,
ref_877578170,Business,Completed,07/05/2019,
ref_877577985,Business,Completed,07/05/2019,
ref_877577718,Business,Completed,07/05/2019,
ref_877577521,Business,Completed,07/05/2019,
ref_877577322,Business,Completed,07/05/2019,
ref_877576113,Internal,Completed,07/05/2019,
ref_877575919,Internal,Completed,07/05/2019,
ref_877575733,Internal,Completed,07/05/2019,
ref_877575498,Internal,Completed,07/05/2019,
ref_877575233,Business,Completed,07/05/2019,
ref_877525144,Business,Completed,07/05/2019,
ref_877524966,Business,Completed,07/05/2019,
ref_877524783,Business,Completed,07/05/2019,
ref_877524523,Business,Completed,07/05/2019,
ref_877499311,Business,Completed,07/05/2019,
ref_877404965,Business,Completed,07/05/2019,
ref_877404755,Business,Completed,07/05/2019,
ref_877370187,Business,Cease Completed,07/05/2019,
ref_877370128,Business,Cease Completed,07/05/2019,
ref_877370114,Business,Cease Completed,07/05/2019,
ref_877369904,Carrier,Cease Completed,07/05/2019,
ref_877369881,Business,Cease Completed,07/05/2019,
ref_877369846,Business,Cease Completed,07/05/2019,
ref_877369823,Business,Cease Completed,07/05/2019,
ref_877369622,Carrier,Cease Completed,07/05/2019,
ref_877369551,Carrier,Cease Completed,07/05/2019,
ref_877659574,Business,Completed,08/05/2019,
ref_877659366,Business,Completed,08/05/2019,
ref_877656528,Business,Cease Completed,08/05/2019,
ref_877656338,Business,Cease Completed,08/05/2019,
ref_877655203,Business,Cease Completed,08/05/2019,
ref_877642121,Business,Completed,08/05/2019,
ref_877641822,Business,Completed,08/05/2019,
ref_877641578,Business,Completed,08/05/2019,
ref_877641319,Business,Completed,08/05/2019,
ref_877641158,Business,In Progress,08/05/2019,BAU
ref_877640947,Business,Completed,08/05/2019,
ref_877640684,Business,In Progress,08/05/2019,Backlog
ref_877640469,Business,In Progress,08/05/2019,BAU
ref_877635231,Business,Completed,08/05/2019,
ref_877632241,Carrier,Completed,08/05/2019,
ref_877631241,Carrier,Completed,08/05/2019,
ref_877469182,Business,Parked,08/05/2019,Project Parked
ref_877468980,Business,In Progress,08/05/2019,BAU
ref_877468754,Business,Parked,08/05/2019,Project Parked
ref_877380591,Carrier,In Progress,08/05/2019,BAU
ref_877371958,Business,Cease Completed,08/05/2019,
ref_877371931,Business,Cease Completed,08/05/2019,
ref_877371887,Business,Cease Completed,08/05/2019,
ref_877371831,Business,Cease Completed,08/05/2019,
ref_877369126,Business,Completed,08/05/2019,
ref_877368934,Business,Completed,08/05/2019,
ref_877703001,Business,Cease Completed,09/05/2019,
ref_877702978,Business,Cease Completed,09/05/2019,
ref_877702955,Business,Cease Completed,09/05/2019,
ref_877702917,Business,Cease Completed,09/05/2019,
ref_877702899,Business,Cease Completed,09/05/2019,
ref_877702767,Business,Cease In Progress,09/05/2019,BAU
ref_877702665,Business,Cease Completed,09/05/2019,
ref_877702598,Business,Cease Completed,09/05/2019,
ref_877610077,Business,Completed,09/05/2019,
ref_877609622,Business,Completed,09/05/2019,
ref_877609477,Internal,Completed,09/05/2019,
ref_877609452,Internal,Completed,09/05/2019,
ref_877408883,Internal,In Progress,09/05/2019,BAU
ref_877397950,Business,Cease Completed,09/05/2019,
ref_877397927,Business,Cease Completed,09/05/2019,
ref_877397904,Business,Cease Completed,09/05/2019,
ref_877397881,Business,Cease Completed,09/05/2019,
ref_877397858,Business,Cease Completed,09/05/2019,
ref_877763260,Business,Cease Completed,10/05/2019,
ref_877763223,Business,Cease Completed,10/05/2019,
ref_877760165,Business,Cancelled,10/05/2019,Backlog
ref_877760072,Business,Cease Completed,10/05/2019,
ref_877759934,Business,Cease Completed,10/05/2019,
ref_877759904,Business,Cease Completed,10/05/2019,
ref_877759874,Business,Cease Completed,10/05/2019,
ref_877759844,Business,Cease Completed,10/05/2019,
ref_877759823,Business,Cease Completed,10/05/2019,
ref_877753611,Business,Completed,10/05/2019,
ref_877753378,Business,Completed,10/05/2019,
ref_877750464,Business,Cease Completed,10/05/2019,
ref_877750350,Business,Cease Completed,10/05/2019,
ref_877744211,Carrier,Completed,10/05/2019,
ref_877738069,Business,Cease Completed,10/05/2019,
ref_877737933,Carrier,Cease Completed,10/05/2019,
ref_877737827,Business,Cease Completed,10/05/2019,
ref_877737717,Business,Cease Completed,10/05/2019,
ref_877732093,Business,Cease Completed,10/05/2019,
ref_877732070,Business,Cease Completed,10/05/2019,
ref_877731836,Business,Completed,10/05/2019,
ref_877731643,Carrier,Completed,10/05/2019,
ref_877731612,Internal,Completed,10/05/2019,
ref_877731566,Internal,Completed,10/05/2019,
ref_877731395,Carrier,Completed,10/05/2019,
ref_877731211,Carrier,Completed,10/05/2019,
ref_877694935,Carrier,Cease Completed,10/05/2019,
ref_877666134,Business,In Progress,10/05/2019,BAU
ref_877665605,Business,Completed,10/05/2019,
ref_877586491,Business,In Progress,10/05/2019,BAU
ref_877586461,Carrier,Cancelled,10/05/2019,Backlog
ref_877551094,Business,Cease Completed,10/05/2019,
ref_877551069,Business,Cease Completed,10/05/2019,
ref_877551045,Business,Cease Completed,10/05/2019,
ref_877851672,Business,Cease Completed,13/05/2019,
ref_877851600,Business,Cease Completed,13/05/2019,
ref_877851512,Business,Cease Completed,13/05/2019,
ref_877848263,Business,Cease Completed,13/05/2019,
ref_877842216,Business,Completed,13/05/2019,
ref_877790999,Business,In Progress,13/05/2019,BAU
ref_877790737,Business,Completed,13/05/2019,
ref_877768016,Carrier,Completed,13/05/2019,
ref_877767593,Carrier,Parked,13/05/2019,BAU Parked
ref_877767325,Business,Completed,13/05/2019,
ref_877767291,Internal,Completed,13/05/2019,
ref_877754154,Business,Cease Completed,13/05/2019,
ref_877754101,Business,Cease Completed,13/05/2019,
ref_877754078,Business,Cease Completed,13/05/2019,
ref_877754055,Business,Cease Completed,13/05/2019,
ref_877754031,Business,Cease Completed,13/05/2019,
ref_877750087,Business,Cease Completed,13/05/2019,
ref_877749847,Business,Cease Completed,13/05/2019,
ref_877746311,Carrier,Completed,13/05/2019,
ref_877746291,Business,Completed,13/05/2019,
ref_877740451,Carrier,In Progress,13/05/2019,Backlog
ref_877508751,Business,Completed,13/05/2019,
ref_877452901,Carrier,Completed,13/05/2019,
ref_877381031,Carrier,In Progress,13/05/2019,Backlog
ref_877916378,Carrier,Completed,14/05/2019,
ref_877910194,Carrier,Completed,14/05/2019,
ref_877909997,Carrier,Completed,14/05/2019,
ref_877909807,Carrier,Completed,14/05/2019,
ref_877909392,Carrier,Completed,14/05/2019,
ref_877883978,Business,Cease Completed,14/05/2019,
ref_877883880,Business,Cease Completed,14/05/2019,
ref_877883849,Business,Cease Completed,14/05/2019,
ref_877883766,Business,Cease Completed,14/05/2019,
ref_877876440,Business,Cease Completed,14/05/2019,
ref_877876335,Business,Cease Completed,14/05/2019,
ref_877876312,Business,Cease Completed,14/05/2019,
ref_877876289,Business,Cease Completed,14/05/2019,
ref_877876265,Business,Cease Completed,14/05/2019,
ref_877863720,Carrier,Cease Completed,14/05/2019,
ref_877840713,Business,Parked,14/05/2019,Project Parked
ref_877840340,Business,In Progress,14/05/2019,BAU
ref_877745531,Carrier,Completed,14/05/2019,
ref_877744711,Business,Completed,14/05/2019,
ref_877741721,Carrier,Completed,14/05/2019,
ref_877977602,Business,Completed,15/05/2019,
ref_877977426,Business,Completed,15/05/2019,
ref_877977250,Business,Completed,15/05/2019,
ref_877975703,Business,In Progress,15/05/2019,BAU
ref_877975464,Business,Completed,15/05/2019,
ref_877975258,Business,Completed,15/05/2019,
ref_877973074,Business,Completed,15/05/2019,
ref_877972896,Business,Completed,15/05/2019,
ref_877972717,Business,Completed,15/05/2019,
ref_877972542,Business,Completed,15/05/2019,
ref_877972360,Business,Completed,15/05/2019,
ref_877972068,Business,Completed,15/05/2019,
ref_877971867,Carrier,Completed,15/05/2019,
ref_877971681,Carrier,Completed,15/05/2019,
ref_877971495,Carrier,Completed,15/05/2019,
ref_877971309,Carrier,Completed,15/05/2019,
ref_877956221,Carrier,Completed,15/05/2019,
ref_877952201,Carrier,Completed,15/05/2019,
ref_877951881,Business,Cancelled,15/05/2019,Backlog
ref_877951870,Business,Cease Completed,15/05/2019,
ref_877951659,Business,Cease Completed,15/05/2019,
ref_877947234,Business,Cease Completed,15/05/2019,
ref_877943367,Internal,Cease Completed,15/05/2019,
ref_877943223,Business,Cease Completed,15/05/2019,
ref_877913460,Internal,Cease Completed,15/05/2019,
ref_877913438,Internal,Cease Completed,15/05/2019,
ref_877913417,Internal,Cease Completed,15/05/2019,
ref_877829174,Business,Completed,15/05/2019,
ref_877828991,Business,Completed,15/05/2019,
ref_877828489,Business,Completed,15/05/2019,
ref_877795118,Carrier,Completed,15/05/2019,
ref_877752199,Business,Cease Completed,15/05/2019,
ref_877752169,Business,Cease Completed,15/05/2019,
ref_877752151,Business,Cease Completed,15/05/2019,
ref_877751942,Internal,Cease Completed,15/05/2019,
ref_877751653,Carrier,Cease Completed,15/05/2019,
ref_877751621,Business,Cease Completed,15/05/2019,
ref_877751525,Business,Cease Completed,15/05/2019,
ref_877746951,Carrier,Completed,15/05/2019,
ref_877746941,Carrier,Completed,15/05/2019,
ref_877613200,Business,Cease Completed,15/05/2019,
ref_877613167,Business,Cease Completed,15/05/2019,
ref_877613144,Business,Cease Completed,15/05/2019,
ref_877613121,Business,Cease Completed,15/05/2019,
ref_878035394,Carrier,Completed,16/05/2019,
ref_878030193,Carrier,Completed,16/05/2019,
ref_878029986,Carrier,Completed,16/05/2019,
ref_878029800,Carrier,Completed,16/05/2019,
ref_878029559,Carrier,Completed,16/05/2019,
ref_878017613,Internal,Cease Completed,16/05/2019,
ref_878017573,Internal,Cease Completed,16/05/2019,
ref_878017543,Internal,Cease Completed,16/05/2019,
ref_878017503,Internal,Cease Completed,16/05/2019,
ref_878017420,Internal,Cease Completed,16/05/2019,
ref_878017394,Business,Cease Completed,16/05/2019,
ref_878017304,Business,Cease Completed,16/05/2019,
ref_878011919,Carrier,Cancelled,16/05/2019,Backlog
ref_878011881,Internal,Cease Completed,16/05/2019,
ref_878011757,Carrier,Cease Completed,16/05/2019,
ref_878011666,Carrier,Cease Completed,16/05/2019,
ref_878011468,Business,Cease Completed,16/05/2019,
ref_878011392,Carrier,Cease Completed,16/05/2019,
ref_878011289,Business,Cease Completed,16/05/2019,
ref_878011212,Business,Cease Completed,16/05/2019,
ref_878004685,Business,Completed,16/05/2019,
ref_878004423,Business,Cancelled,16/05/2019,BAU
ref_878004357,Internal,In Progress,16/05/2019,BAU
ref_878004334,Internal,In Progress,16/05/2019,BAU
ref_878004298,Internal,In Progress,16/05/2019,BAU
ref_878004230,Internal,Completed,16/05/2019,
ref_878004203,Internal,Completed,16/05/2019,
ref_877998231,Business,Completed,16/05/2019,
ref_877893199,Business,Cease Completed,16/05/2019,
ref_877892621,Business,Cease Completed,16/05/2019,
ref_877892537,Business,Cease Completed,16/05/2019,
ref_877747981,Business,Cancelled,16/05/2019,BAU
ref_877665129,Carrier,Cease In Progress,16/05/2019,BAU
ref_877665069,Carrier,Cease Completed,16/05/2019,
ref_877664979,Carrier,Cease Completed,16/05/2019,
ref_878083204,Business,Cease Completed,17/05/2019,
ref_878081136,Business,Completed,17/05/2019,
ref_878080725,Business,Completed,17/05/2019,
ref_878080293,Business,Completed,17/05/2019,
ref_878075109,Carrier,Completed,17/05/2019,
ref_878074923,Carrier,Completed,17/05/2019,
ref_878074739,Carrier,Completed,17/05/2019,
ref_878074555,Carrier,Completed,17/05/2019,
ref_878074364,Carrier,Completed,17/05/2019,
ref_878069291,Carrier,In Progress,17/05/2019,BAU
ref_878068431,Business,Completed,17/05/2019,
ref_878064065,Business,Cease Completed,17/05/2019,
ref_878064016,Business,Cease Completed,17/05/2019,
ref_878063985,Business,Cease Completed,17/05/2019,
ref_878063938,Business,Cease Completed,17/05/2019,
ref_878063907,Business,Cease Completed,17/05/2019,
ref_878063883,Business,Cease Completed,17/05/2019,
ref_878063223,Business,Cease Completed,17/05/2019,
ref_878057471,Carrier,Completed,17/05/2019,
ref_878057461,Carrier,In Progress,17/05/2019,BAU
ref_878057411,Business,Completed,17/05/2019,
ref_878056281,Carrier,Completed,17/05/2019,
ref_878055041,Carrier,In Progress,17/05/2019,BAU
ref_878054431,Carrier,Completed,17/05/2019,
ref_878054211,Carrier,In Progress,17/05/2019,BAU
ref_878019321,Carrier,Completed,17/05/2019,
ref_877979863,Business,Completed,17/05/2019,
ref_877969751,Carrier,Cancelled,17/05/2019,Backlog
ref_877944075,Carrier,Cease Completed,17/05/2019,
ref_877943986,Business,Cancelled,17/05/2019,Backlog
ref_877748081,Carrier,Parked,17/05/2019,Project Parked
ref_877748021,Carrier,Completed,17/05/2019,
ref_878160220,Business,Cease Completed,20/05/2019,
ref_878158548,Business,Parked,20/05/2019,Project Parked
ref_878158307,Business,In Progress,20/05/2019,BAU
ref_878155130,Business,Completed,20/05/2019,
ref_878154954,Business,Completed,20/05/2019,
ref_878154778,Business,Completed,20/05/2019,
ref_878154602,Business,Completed,20/05/2019,
ref_878154416,Business,Completed,20/05/2019,
ref_878154240,Business,Completed,20/05/2019,
ref_878143062,Business,Completed,20/05/2019,
ref_878142883,Business,Completed,20/05/2019,
ref_878142695,Business,Completed,20/05/2019,
ref_878142487,Business,Completed,20/05/2019,
ref_878142240,Internal,Completed,20/05/2019,
ref_878137069,Business,Cease Completed,20/05/2019,
ref_878137006,Business,Cease Completed,20/05/2019,
ref_878136892,Internal,Cease Completed,20/05/2019,
ref_878136798,Internal,Cease Completed,20/05/2019,
ref_878136710,Internal,Cease Completed,20/05/2019,
ref_878136616,Internal,Cease Completed,20/05/2019,
ref_878136526,Internal,Cease Completed,20/05/2019,
ref_878136501,Business,Cease Completed,20/05/2019,
ref_878136476,Business,Cease Completed,20/05/2019,
ref_878136443,Business,Cease Completed,20/05/2019,
ref_878136305,Business,Cease Completed,20/05/2019,
ref_878072700,Carrier,Cease Completed,20/05/2019,
ref_878072455,Carrier,Cease In Progress,20/05/2019,Backlog
ref_878070751,Carrier,In Progress,20/05/2019,BAU
ref_878070711,Carrier,Completed,20/05/2019,
ref_878019581,Carrier,Completed,20/05/2019,
ref_878001701,Carrier,Completed,20/05/2019,
ref_877969051,Internal,Completed,20/05/2019,
ref_877833195,Business,Cease Completed,20/05/2019,
ref_877833167,Business,Cease Completed,20/05/2019,
ref_877833131,Business,Cancelled,20/05/2019,Backlog
ref_877833108,Business,Cease Completed,20/05/2019,
ref_877833077,Business,Cease Completed,20/05/2019,
ref_877833052,Business,Cease Completed,20/05/2019,
ref_877833031,Business,Cease Completed,20/05/2019,
ref_877832865,Carrier,Cease In Progress,20/05/2019,Backlog
ref_877832782,Carrier,Cease Completed,20/05/2019,
ref_877794195,Business,Cease Completed,20/05/2019,
ref_878215463,Business,Completed,21/05/2019,
ref_878215267,Business,Completed,21/05/2019,
ref_878201328,Business,Completed,21/05/2019,
ref_878197270,Carrier,Cease Completed,21/05/2019,
ref_878195108,Business,Completed,21/05/2019,
ref_878194344,Business,Completed,21/05/2019,
ref_878182190,Carrier,Cease Completed,21/05/2019,
ref_878182109,Carrier,Cease Completed,21/05/2019,
ref_878182014,Carrier,Cease Completed,21/05/2019,
ref_878181929,Carrier,Cease Completed,21/05/2019,
ref_878181913,Carrier,Cease Completed,21/05/2019,
ref_878181774,Carrier,Cease Completed,21/05/2019,
ref_878181681,Internal,Cease Completed,21/05/2019,
ref_878181679,Carrier,Cease Completed,21/05/2019,
ref_878181651,Internal,Cease Completed,21/05/2019,
ref_878181571,Internal,Cease Completed,21/05/2019,
ref_878181563,Carrier,Cease Completed,21/05/2019,
ref_878181508,Internal,Cease Completed,21/05/2019,
ref_878181497,Carrier,Cease Completed,21/05/2019,
ref_878181406,Carrier,Cease Completed,21/05/2019,
ref_878181355,Carrier,Cease Completed,21/05/2019,
ref_878181302,Carrier,Cease Completed,21/05/2019,
ref_878181272,Carrier,Cease Completed,21/05/2019,
ref_878175928,Business,Completed,21/05/2019,
ref_878175757,Business,Completed,21/05/2019,
ref_878175546,Business,Completed,21/05/2019,
ref_878175275,Carrier,Completed,21/05/2019,
ref_878134060,Business,Completed,21/05/2019,
ref_878131083,Carrier,Completed,21/05/2019,
ref_878071001,Carrier,Completed,21/05/2019,
ref_878058011,Carrier,Completed,21/05/2019,
ref_877934943,Business,Completed,21/05/2019,
ref_877933181,Carrier,Cease Completed,21/05/2019,
ref_877933049,Internal,Cease Completed,21/05/2019,
ref_877933014,Business,Cease Completed,21/05/2019,
ref_877932981,Business,Cease Completed,21/05/2019,
ref_877932966,Business,Cease Completed,21/05/2019,
ref_877932918,Business,Cease Completed,21/05/2019,
ref_877932879,Business,Cease Completed,21/05/2019,
ref_877932855,Business,Cease Completed,21/05/2019,
ref_877932849,Business,Cease Completed,21/05/2019,
ref_878251563,Carrier,Cease Completed,22/05/2019,
ref_878251513,Business,Cease Completed,22/05/2019,
ref_878251394,Business,Cease Completed,22/05/2019,
ref_878251298,Business,Cease Completed,22/05/2019,
ref_878251205,Carrier,Cease Completed,22/05/2019,
ref_878242197,Business,In Progress,22/05/2019,BAU
ref_878242000,Business,Completed,22/05/2019,
ref_878241768,Business,Completed,22/05/2019,
ref_878241569,Business,In Progress,22/05/2019,BAU
ref_878241329,Business,Completed,22/05/2019,
ref_878237629,Business,Cease Completed,22/05/2019,
ref_878237598,Business,Cease Completed,22/05/2019,
ref_878237569,Business,Cease Completed,22/05/2019,
ref_878237420,Carrier,Cease Completed,22/05/2019,
ref_878237264,Business,Cease Completed,22/05/2019,
ref_878219221,Carrier,In Progress,22/05/2019,BAU
ref_878186115,Carrier,Cease Completed,22/05/2019,
ref_878186084,Business,Cease Completed,22/05/2019,
ref_878186044,Business,Cease Completed,22/05/2019,
ref_878186020,Business,Cease Completed,22/05/2019,
ref_878084132,Carrier,Cease Completed,22/05/2019,
ref_878084020,Carrier,Cease Completed,22/05/2019,
ref_878083898,Carrier,Cease Completed,22/05/2019,
ref_878083806,Carrier,Cease Completed,22/05/2019,
ref_878083692,Carrier,Cease Completed,22/05/2019,
ref_877710181,Internal,Cease Completed,22/05/2019,
ref_877710117,Internal,Cease Completed,22/05/2019,
ref_877710091,Internal,Cease Completed,22/05/2019,
ref_877710071,Internal,Cease Completed,22/05/2019,
ref_877710051,Internal,Cease Completed,22/05/2019,
ref_877710018,Business,Cease Completed,22/05/2019,
ref_877709995,Business,Cease Completed,22/05/2019,
ref_877709972,Business,Cease Completed,22/05/2019,
ref_877709949,Business,Cease Completed,22/05/2019,
ref_877709925,Business,Cease Completed,22/05/2019,
ref_878302693,Business,Completed,23/05/2019,
ref_878300793,Business,Cease Completed,23/05/2019,
ref_878300709,Business,Cease Completed,23/05/2019,
ref_878300685,Business,Cease Completed,23/05/2019,
ref_878300662,Business,Cease Completed,23/05/2019,
ref_878300577,Carrier,Cease Completed,23/05/2019,
ref_878300523,Carrier,Cease Completed,23/05/2019,
ref_878300469,Carrier,Cease Completed,23/05/2019,
ref_878300445,Carrier,Cease Completed,23/05/2019,
ref_878300424,Carrier,Cease Completed,23/05/2019,
ref_878300310,Business,Cease Completed,23/05/2019,
ref_878292211,Carrier,Completed,23/05/2019,
ref_878287176,Carrier,Cease Completed,23/05/2019,
ref_878287051,Business,Cease Completed,23/05/2019,
ref_878286947,Business,Cease Completed,23/05/2019,
ref_878285602,Carrier,Completed,23/05/2019,
ref_878285453,Internal,Cease Completed,23/05/2019,
ref_878285433,Internal,Cease Completed,23/05/2019,
ref_878285413,Internal,Cease Completed,23/05/2019,
ref_878285393,Internal,Cease Completed,23/05/2019,
ref_878285373,Internal,Cease Completed,23/05/2019,
ref_878285353,Internal,Cease Completed,23/05/2019,
ref_878285333,Internal,Cease Completed,23/05/2019,
ref_878285313,Internal,Cease Completed,23/05/2019,
ref_878285260,Business,Cease Completed,23/05/2019,
ref_878285237,Business,Cease Completed,23/05/2019,
ref_878285224,Business,Cease Completed,23/05/2019,
ref_878285201,Business,Cease Completed,23/05/2019,
ref_878276717,Business,Completed,23/05/2019,
ref_878276626,Business,Cease Completed,23/05/2019,
ref_878276514,Business,Cease In Progress,23/05/2019,BAU
ref_878276337,Business,Cease Completed,23/05/2019,
ref_878251178,Business,Cease Completed,23/05/2019,
ref_878251155,Business,Cease Completed,23/05/2019,
ref_878251132,Business,Cease Completed,23/05/2019,
ref_878251109,Business,Cease Completed,23/05/2019,
ref_878219351,Carrier,Completed,23/05/2019,
ref_877969981,Carrier,Completed,23/05/2019,
ref_878350664,Internal,Cease Completed,24/05/2019,
ref_878350630,Internal,Cease Completed,24/05/2019,
ref_878350600,Internal,Cease Completed,24/05/2019,
ref_878350575,Internal,Cease Completed,24/05/2019,
ref_878350554,Internal,Cease Completed,24/05/2019,
ref_878350228,Carrier,Cease Completed,24/05/2019,
ref_878345253,Business,In Progress,24/05/2019,BAU
ref_878337167,Carrier,Cease Completed,24/05/2019,
ref_878337095,Carrier,Cease Completed,24/05/2019,
ref_878337025,Carrier,Cease Completed,24/05/2019,
ref_878336925,Carrier,Cease Completed,24/05/2019,
ref_878336634,Business,Cease Completed,24/05/2019,
ref_878336382,Carrier,Cease Completed,24/05/2019,
ref_878336371,Carrier,Cease In Progress,24/05/2019,BAU
ref_878336278,Business,Cease Completed,24/05/2019,
ref_878336223,Business,Cease Completed,24/05/2019,
ref_878334020,Business,In Progress,24/05/2019,BAU
ref_878333722,Business,Parked,24/05/2019,BAU Parked
ref_878333535,Business,Completed,24/05/2019,
ref_878333294,Business,Completed,24/05/2019,
ref_878332072,Business,Completed,24/05/2019,
ref_878331874,Business,Completed,24/05/2019,
ref_878330211,Carrier,Completed,24/05/2019,
ref_878296461,Carrier,Completed,24/05/2019,
ref_878296441,Carrier,Completed,24/05/2019,
ref_878290253,Carrier,Completed,24/05/2019,
ref_878029193,Business,Cease Completed,24/05/2019,
ref_878029170,Business,Cancelled,24/05/2019,Backlog
ref_878029134,Business,Cease Completed,24/05/2019,
ref_878029045,Business,Cease Completed,24/05/2019,
ref_878434917,Internal,Cease Completed,27/05/2019,
ref_878434873,Internal,Cease Completed,27/05/2019,
ref_878434843,Internal,Cease Completed,27/05/2019,
ref_878434810,Internal,Cease Completed,27/05/2019,
ref_878434792,Internal,Cease Completed,27/05/2019,
ref_878434746,Business,Cease Completed,27/05/2019,
ref_878434716,Business,Cease Completed,27/05/2019,
ref_878434693,Business,Cease Completed,27/05/2019,
ref_878434656,Business,Cease Completed,27/05/2019,
ref_878434638,Business,Cease Completed,27/05/2019,
ref_878420775,Business,Cease Completed,27/05/2019,
ref_878420674,Business,Cease Completed,27/05/2019,
ref_878420602,Business,Cease Completed,27/05/2019,
ref_878420238,Carrier,Cease Completed,27/05/2019,
ref_878419121,Business,Cease Completed,27/05/2019,
ref_878412492,Business,Cease Completed,27/05/2019,
ref_878330441,Carrier,Completed,27/05/2019,
ref_878309492,Internal,Cease Completed,27/05/2019,
ref_878309472,Internal,Cease Completed,27/05/2019,
ref_878309442,Internal,Cease Completed,27/05/2019,
ref_878309407,Internal,Cease Completed,27/05/2019,
ref_878309387,Internal,Cease Completed,27/05/2019,
ref_878309378,Business,Cease Completed,27/05/2019,
ref_878309355,Business,Cease Completed,27/05/2019,
ref_878309332,Business,Cease Completed,27/05/2019,
ref_878309309,Business,Cease Completed,27/05/2019,
ref_878309285,Business,Cease Completed,27/05/2019,
ref_878217951,Business,Completed,27/05/2019,
ref_878161093,Business,Cancelled,27/05/2019,BAU
ref_878160787,Internal,Cancelled,27/05/2019,Backlog
ref_878500201,Business,Cancelled,28/05/2019,Backlog
ref_878499201,Business,Cancelled,28/05/2019,Backlog
ref_878495211,Business,Cancelled,28/05/2019,Backlog
ref_878492925,Carrier,Cease Completed,28/05/2019,
ref_878492837,Carrier,Cease Completed,28/05/2019,
ref_878492781,Carrier,Cease Completed,28/05/2019,
ref_878492698,Carrier,Cease Completed,28/05/2019,
