Order-ref,Channel,Order_Status,OCD,Age_Status
ref_898922611,Business,Cease In Progress,24/09/2019,BAU
ref_898888801,Carrier,In Progress,24/09/2019,BAU
ref_898880034,Internal,In Progress,24/09/2019,BAU
ref_898822407,Carrier,In Progress,24/09/2019,BAU
ref_898822189,Carrier,In Progress,24/09/2019,BAU
ref_899044189,Carrier,Cease In Progress,26/09/2019,BAU
ref_899037501,Business,In Progress,26/09/2019,BAU
ref_899031568,Business,Cease In Progress,26/09/2019,BAU
ref_899029239,Business,In Progress,26/09/2019,BAU
ref_899028781,Business,In Progress,26/09/2019,BAU
ref_899019336,Business,In Progress,26/09/2019,BAU
ref_899018979,Business,In Progress,26/09/2019,BAU
ref_899018760,Business,In Progress,26/09/2019,BAU
ref_899018559,Business,In Progress,26/09/2019,BAU
ref_898998480,Business,Cease In Progress,26/09/2019,BAU
ref_898998359,Carrier,Cease In Progress,26/09/2019,BAU
ref_898998287,Business,Cease In Progress,26/09/2019,BAU
ref_898998213,Business,Cease In Progress,26/09/2019,BAU
ref_898998125,Business,Cease In Progress,26/09/2019,BAU
ref_898998035,Business,Cease In Progress,26/09/2019,BAU
ref_898983932,Business,Cease In Progress,26/09/2019,BAU
ref_898983858,Business,Cease In Progress,26/09/2019,BAU
ref_898983786,Business,Cease In Progress,26/09/2019,BAU
ref_898983713,Business,Cease In Progress,26/09/2019,BAU
ref_898983641,Business,Cease In Progress,26/09/2019,BAU
ref_898980841,Carrier,Cancelled,26/09/2019,BAU
ref_899007763,Carrier,In Progress,25/09/2019,BAU
ref_899007609,Carrier,In Progress,25/09/2019,BAU
ref_899005822,Business,In Progress,25/09/2019,BAU
ref_898997544,Internal,Cease Completed,25/09/2019,
ref_898997513,Internal,Cease Completed,25/09/2019,
ref_898997458,Business,In Progress,25/09/2019,BAU
ref_898991466,Business,In Progress,25/09/2019,BAU
ref_898990997,Business,In Progress,25/09/2019,BAU
ref_898990535,Business,In Progress,25/09/2019,BAU
ref_898986483,Internal,Cease Completed,25/09/2019,
ref_898986460,Internal,Cease In Progress,25/09/2019,BAU
ref_898986404,Internal,Cease In Progress,25/09/2019,BAU
ref_898986079,Business,Cease In Progress,25/09/2019,BAU
ref_898986007,Business,Cease In Progress,25/09/2019,BAU
ref_898985933,Business,Cease In Progress,25/09/2019,BAU
ref_898985853,Business,Cease In Progress,25/09/2019,BAU
ref_898985739,Business,Cease In Progress,25/09/2019,BAU
ref_898985676,Business,Cease In Progress,25/09/2019,BAU
ref_898985651,Business,Cease Completed,25/09/2019,
ref_898985620,Business,Cease Completed,25/09/2019,
ref_898985566,Business,Cease Completed,25/09/2019,
ref_898985542,Business,Cease Completed,25/09/2019,
ref_898985516,Business,Cease Completed,25/09/2019,
ref_898981521,Carrier,In Progress,25/09/2019,BAU
ref_898972298,Business,In Progress,25/09/2019,BAU
ref_898971806,Business,In Progress,25/09/2019,BAU
ref_898954701,Carrier,In Progress,25/09/2019,BAU
ref_898954691,Carrier,In Progress,25/09/2019,BAU
ref_898954681,Carrier,In Progress,25/09/2019,BAU
ref_898938591,Carrier,In Progress,25/09/2019,BAU
ref_898938581,Carrier,In Progress,25/09/2019,BAU
ref_898878435,Carrier,In Progress,25/09/2019,BAU
ref_898878265,Carrier,In Progress,25/09/2019,BAU
ref_898877896,Internal,In Progress,25/09/2019,BAU
ref_898844479,Business,Cease In Progress,25/09/2019,BAU
ref_898844342,Business,Cease In Progress,25/09/2019,BAU
ref_898844268,Business,Cease In Progress,25/09/2019,BAU
ref_898844194,Business,Cease In Progress,25/09/2019,BAU
ref_898844120,Business,Cease In Progress,25/09/2019,BAU
ref_899093786,Carrier,Cease In Progress,27/09/2019,BAU
ref_899093616,Carrier,Cancelled,27/09/2019,BAU
ref_899093530,Carrier,Cease In Progress,27/09/2019,BAU
ref_899093453,Carrier,Cease In Progress,27/09/2019,BAU
ref_899093382,Carrier,Cease In Progress,27/09/2019,BAU
ref_899083956,Carrier,In Progress,27/09/2019,BAU
ref_899083739,Business,In Progress,27/09/2019,BAU
ref_899070711,Business,In Progress,27/09/2019,BAU
ref_899068691,Business,In Progress,27/09/2019,BAU
ref_899064898,Internal,In Progress,27/09/2019,BAU
ref_899064704,Internal,In Progress,27/09/2019,BAU
ref_899037741,Business,In Progress,27/09/2019,BAU
ref_898982421,Business,In Progress,27/09/2019,BAU
ref_898982201,Carrier,In Progress,27/09/2019,BAU
ref_898981981,Carrier,In Progress,27/09/2019,BAU
ref_898981341,Business,In Progress,27/09/2019,BAU
ref_898981171,Business,In Progress,27/09/2019,BAU
ref_898962465,Carrier,In Progress,27/09/2019,BAU
ref_898932393,Business,In Progress,27/09/2019,BAU
ref_898925127,Internal,Cease In Progress,27/09/2019,BAU
ref_898893139,Business,Cease In Progress,27/09/2019,BAU
ref_898893071,Business,Cease In Progress,27/09/2019,BAU
ref_898892972,Business,Cease In Progress,27/09/2019,BAU
ref_898892920,Business,Cease In Progress,27/09/2019,BAU
ref_898892897,Business,Cease In Progress,27/09/2019,BAU
ref_898892879,Business,Cease In Progress,27/09/2019,BAU
