Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Created_Month,Completed_Month,Order_Manager,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt,Age_Status,Project,Country
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherflow/IP,New,3rd Party Standard,01/07/2019,01/08/2019,HEJLOVS,FALSE,On-Time,35,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Parked, Carrier Services Private Line National,New,Non-Standard,01/07/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU Parked,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,20,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,8,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,18,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherflow/IP,SD Upgrade/Downgrade,Quick Connect,01/07/2019,01/09/2019,DJEMAIM,FALSE,On-Time,25,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,8,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,21,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,20,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed,Network Updates,Network,Non-Standard,01/07/2019,01/08/2019,MCDONNM6,FALSE,On-Time,36,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/09/2019,COATESL,FALSE,Late,30,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,RYANC9,FALSE,On-Time,23,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Cancelled, One Voice Global SIP,New,Standard Global,01/07/2019,January,CORCORC3,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,40,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Cancelled, One Voice Global SIP,New,Standard Global,01/07/2019,January,CORCORC3,FALSE,N/A,0,25,,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,36,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,SD Upgrade/Downgrade,International,01/06/2019,01/07/2019,BRADYA,FALSE,On-Time,9,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,In Progress, Etherflow Internet Connect Global,New,3rd Party Standard,01/06/2019,N/A,LYONSR3,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/06/2019,01/08/2019,DRIVERI,FALSE,On-Time,25,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/06/2019,01/08/2019,DRIVERI,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/06/2019,01/08/2019,DRIVERI,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/06/2019,01/08/2019,DRIVERI,FALSE,On-Time,28,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Parked, One Voice Global SIP,New,International,01/06/2019,N/A,DJEMAIM,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/06/2019,01/09/2019,COATESL,TRUE,On-Time,49,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,SD Upgrade/Downgrade,International,01/06/2019,01/07/2019,BRADYA,FALSE,On-Time,9,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,39,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,28,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,CORCORC3,FALSE,On-Time,22,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,Standard Global,01/07/2019,01/07/2019,CORCORC3,FALSE,On-Time,14,25,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,26,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,26,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,26,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,25,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,25,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/07/2019,01/08/2019,HEJLOVS,FALSE,On-Time,30,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,In Progress, Etherflow,New,Non-Standard,01/07/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,Parked, Etherflow/MPLS,New,Non-Standard,01/07/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU Parked,BAU,Spain
Carrier,In Progress, Etherflow,New,3rd Party Standard,01/07/2019,N/A,SMARTTEM,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/08/2019,GIFFNEK,FALSE,On-Time,22,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,GIFFNEK,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Internet Access National,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,LYONSR3,FALSE,On-Time,17,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,21,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,25,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,31,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,23,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,8,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,8,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,AHMEDSS,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed,Network Updates,Network,Non-Standard,01/07/2019,01/08/2019,MCDONNM6,FALSE,On-Time,28,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/09/2019,DJEMAIM,FALSE,On-Time,10,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, One Voice Global SIP,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,In Progress, One Voice Global SIP,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,In Progress, One Voice Global SIP,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Parked, vDSL IP Connect Ireland,New,3rd Party Standard,01/07/2019,N/A,ROWLEYN,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU Parked,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,9,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,22,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,22,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherflow/IP,New,Standard Domestic,01/07/2019,01/08/2019,GIFFNEK,FALSE,On-Time,22,25,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, Etherway,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,GIFFNEK,FALSE,On-Time,11,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,In Progress, Etherflow,New,Non-Standard,01/07/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Parked, DSL/ IP Connect GLOBAL Bitstream,New,3rd Party Standard,01/07/2019,N/A,RYANC9,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU Parked,BAU,Spain
Internal,Completed, Private Line National,New,Non-Standard,01/07/2019,01/08/2019,MCDONNM6,FALSE,On-Time,32,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,In Progress, MPLS,New,International,01/07/2019,N/A,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, MPLS,New,International,01/07/2019,01/08/2019,BRADYA,TRUE,On-Time,34,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation Global,01/07/2019,01/09/2019,GIFFNEK,FALSE,On-Time,44,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,25,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/08/2019,DRIVERI,FALSE,On-Time,26,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Cancelled, MPLS,SD Upgrade/Downgrade,International,01/07/2019,January,DJEMAIM,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Cancelled, Internet Connect,New,International,01/07/2019,January,BRADYA,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Cancelled, Internet Connect,New,International,01/07/2019,January,BRADYA,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/07/2019,01/08/2019,COATESL,FALSE,On-Time,26,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Cancelled, Etherflow/MPLS,New,3rd Party Standard,01/07/2019,January,LYONSR3,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,In Progress, Etherflow,New,3rd Party Non Standard,01/07/2019,N/A,LYONSR3,FALSE,N/A,0,70,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Parked, Etherflow,New,3rd Party Standard,01/07/2019,N/A,DUFFYM,FALSE,N/A,0,50,,0.95,0.94,0.09,0.03,BAU Parked,BAU,Spain
Business,Completed, One Voice Global SIP,New,Standard Global,01/07/2019,01/07/2019,,FALSE,Late,0,25,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/07/2019,DRIVERI,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,LYONSR3,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,COATESL,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/07/2019,01/08/2019,DUFFYM,FALSE,On-Time,23,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Parked, One Voice Global SIP,New,International,01/07/2019,N/A,GIFFNEK,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,BAU,Spain
Business,Parked, One Voice Global SIP,New,International,01/07/2019,N/A,GIFFNEK,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,BAU,Spain
Business,Cancelled, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/07/2019,January,COATESL,TRUE,N/A,0,15,,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Carrier,Completed, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/07/2019,01/07/2019,MCDONNM6,TRUE,On-Time,1,15,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow/MPLS,SD Upgrade/Downgrade,Quick Connect,01/07/2019,01/07/2019,MCDONNM6,TRUE,On-Time,1,15,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/07/2019,01/07/2019,MCDONNM6,TRUE,On-Time,2,15,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, One Voice Global SIP,New,International,01/07/2019,N/A,AHMEDSS,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
Business,Parked, One Voice Global SIP,New,International,01/07/2019,N/A,GIFFNEK,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,Fibre_for_All,Spain
Business,Parked, One Voice Global SIP,New,International,01/07/2019,N/A,GIFFNEK,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,Fibre_for_All,Spain
Business,Parked, One Voice Global SIP,New,International,01/07/2019,N/A,DJEMAIM,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,Project Parked,Fibre_for_All,Spain
Carrier,Completed, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/07/2019,01/07/2019,SMARTTEM,FALSE,On-Time,9,15,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Internal,Cancelled,Network Updates,Network,Non-Standard,01/07/2019,January,MCDONNM6,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
Carrier,Completed, Etherway Access Only,New,3rd Party Standard,01/07/2019,01/07/2019,ROWLEYN,FALSE,On-Time,11,50,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherway Access Only,New,3rd Party Standard,01/07/2019,01/07/2019,ROWLEYN,FALSE,On-Time,9,50,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherway Access Only,New,Standard Domestic,01/07/2019,01/07/2019,ROWLEYN,FALSE,On-Time,9,25,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic,01/07/2019,01/09/2019,DRIVERI,FALSE,Late,51,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic,01/07/2019,01/09/2019,DRIVERI,FALSE,Late,51,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic,01/07/2019,01/09/2019,DRIVERI,FALSE,Late,51,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/07/2019,01/09/2019,LYONSR3,FALSE,On-Time,38,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherflow,New,3rd Party Standard,01/07/2019,01/09/2019,SMARTTEM,FALSE,On-Time,51,50,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/07/2019,01/09/2019,DUFFYM,FALSE,On-Time,50,60,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, Etherflow,New,Quick Connect,01/07/2019,01/07/2019,CORCORC3,FALSE,Late,12,15,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherflow,New,3rd Party Standard,01/07/2019,01/08/2019,DUFFYM,FALSE,On-Time,35,50,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Cancelled, MPLS,New,International,01/07/2019,January,BRADYA,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
Carrier,Completed, Etherway Access Only,New,3rd Party Standard,01/07/2019,01/07/2019,ROWLEYN,FALSE,On-Time,8,50,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, Etherway,Cancellation,Cancellation Domestic,01/07/2019,01/08/2019,HEJLOVS,FALSE,On-Time,25,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/07/2019,01/07/2019,HEJLOVS,FALSE,On-Time,9,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/07/2019,01/09/2019,LYONSR3,FALSE,On-Time,38,15,Fail,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,Completed, One Voice Global SIP,New,International,01/07/2019,01/08/2019,COATESL,TRUE,On-Time,18,100,Pass,0.95,0.94,0.09,0.03,Completed,Fibre_for_All,Spain
Business,In Progress, Connect Intelligence,New,International,01/07/2019,N/A,DJEMAIM,TRUE,N/A,0,100,N/A,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
Business,In Progress, Connect Intelligence,New,International,01/07/2019,N/A,DJEMAIM,TRUE,N/A,0,100,N/A,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
Business,Cancelled, Internet Connect,New,International,01/07/2019,January,LYONSR3,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,Fibre_for_All,Spain
