Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Created_Month,Completed_Month,Order_Manager,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt,Age_Status,Project,Country
Carrier,In Progress, Etherflow,New,3rd Party Non Standard,01/05/2019,N/A,DUFFYM,FALSE,N/A,0,70,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,Completed, Etherflow,SD Upgrade/Downgrade,Quick Connect,01/05/2019,01/05/2019,LYONSR3,FALSE,On-Time,5,15,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/05/2019,01/07/2019,LYONSR3,FALSE,On-Time,46,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/05/2019,01/06/2019,LYONSR3,FALSE,On-Time,23,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,New,Standard Domestic,01/05/2019,01/06/2019,ROWLEYN,FALSE,On-Time,28,25,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,30,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Cancelled, IP Connect GLOBAL,Cancellation,Cancellation Global 3rd Party,01/05/2019,01/05/2019,COATESL,FALSE,On-Time,0,40,Pass,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,22,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,22,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,28,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,N/A,DUFFYM,FALSE,On-Time,0,15,Pass,0.95,0.94,0.09,0.03,Backlog,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,DUFFYM,FALSE,On-Time,11,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/08/2019,COATESL,TRUE,On-Time,51,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,21,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,New,3rd Party Standard,01/05/2019,01/08/2019,AHMEDSS,FALSE,On-Time,42,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,New,3rd Party Standard,01/05/2019,01/08/2019,AHMEDSS,FALSE,On-Time,42,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,New,3rd Party Standard,01/05/2019,01/08/2019,AHMEDSS,FALSE,On-Time,52,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,11,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,15,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,16,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,13,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/07/2019,SMARTTEM,FALSE,On-Time,30,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/07/2019,DUFFYM,FALSE,On-Time,36,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/07/2019,DUFFYM,FALSE,On-Time,36,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,15,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, MPLS,Cancellation,Cancellation Global 3rd Party,01/05/2019,01/07/2019,CORCORC3,FALSE,Late,47,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, MPLS,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/06/2019,CORCORC3,FALSE,On-Time,14,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, MPLS,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,CORCORC3,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,CORCORC3,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,New,International,01/05/2019,01/09/2019,DJEMAIM,TRUE,On-Time,91,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/07/2019,DJEMAIM,FALSE,On-Time,20,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherway Access Only,New,3rd Party Standard,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,47,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,New,3rd Party Standard,01/05/2019,01/06/2019,LYONSR3,FALSE,On-Time,10,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/08/2019,COATESL,TRUE,On-Time,57,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,New,3rd Party Standard,01/05/2019,01/06/2019,LYONSR3,FALSE,On-Time,10,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,New,Non-Standard,01/05/2019,01/07/2019,LYONSR3,FALSE,On-Time,32,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/05/2019,01/06/2019,LYONSR3,FALSE,On-Time,23,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/08/2019,COATESL,TRUE,On-Time,67,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, MPLS,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/06/2019,CORCORC3,FALSE,On-Time,14,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,1,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,21,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,5,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/07/2019,DUFFYM,FALSE,On-Time,28,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,GIFFNEK,FALSE,On-Time,23,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherway,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/06/2019,GIFFNEK,FALSE,On-Time,15,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/09/2019,AHMEDSS,FALSE,On-Time,73,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/07/2019,HEJLOVS,FALSE,On-Time,38,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, Internet Connect,New,International,01/05/2019,N/A,DJEMAIM,TRUE,N/A,0,100,N/A,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, IP Connect GLOBAL,New,Standard Global,01/05/2019,01/09/2019,GIFFNEK,FALSE,On-Time,72,25,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,New,International,01/05/2019,01/07/2019,GIFFNEK,FALSE,On-Time,49,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, IP Connect GLOBAL,New,International,01/05/2019,N/A,RYANC9,FALSE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, IP Connect GLOBAL,New,International,01/05/2019,01/07/2019,GIFFNEK,FALSE,On-Time,49,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,28,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Global,01/05/2019,01/07/2019,CORCORC3,FALSE,On-Time,43,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherflow/IP,Cancellation,Cancellation Domestic,01/05/2019,01/09/2019,LYONSR3,FALSE,On-Time,80,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,In Progress, Etherflow,New,Non-Standard,01/05/2019,N/A,LYONSR3,FALSE,N/A,0,60,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,Completed, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/06/2019,DUFFYM,FALSE,On-Time,23,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,48,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,28,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, IP Connect GLOBAL,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,49,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,12,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,SMARTTEM,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,14,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,23,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,25,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Private Line National,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/08/2019,DRIVERI,FALSE,On-Time,70,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,3,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, One Voice Global SIP,New,International,01/05/2019,01/09/2019,COATESL,TRUE,On-Time,47,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/06/2019,COATESL,FALSE,On-Time,24,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,COATESL,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,SMARTTEM,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,SMARTTEM,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,10,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,8,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,GIFFNEK,FALSE,On-Time,33,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow/MPLS,New,3rd Party Standard,01/05/2019,01/07/2019,SMARTTEM,FALSE,On-Time,27,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/07/2019,LYONSR3,FALSE,On-Time,47,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Etherway,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,GIFFNEK,FALSE,On-Time,22,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, MPLS,Cancellation,Cancellation International 3rd Party,01/05/2019,01/07/2019,DJEMAIM,FALSE,On-Time,27,40,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,SD Upgrade/Downgrade,3rd Party Standard,01/05/2019,01/05/2019,MCDONNM6,TRUE,On-Time,1,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,3,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,2,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Internet Connect,New,International,01/05/2019,01/08/2019,COATESL,TRUE,On-Time,50,100,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/09/2019,AHMEDSS,FALSE,On-Time,81,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,N/A,AHMEDSS,FALSE,On-Time,0,15,Pass,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Business,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/09/2019,AHMEDSS,FALSE,On-Time,75,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,Completed, DSL/ IP Connect Ireland -Bitstream,Cancellation,Cancellation Domestic 3rd Party,01/05/2019,01/05/2019,DRIVERI,FALSE,On-Time,6,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow/MPLS,New,3rd Party Standard,01/05/2019,01/07/2019,SMARTTEM,FALSE,On-Time,27,50,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherflow,New,Non-Standard,01/05/2019,01/07/2019,DUFFYM,FALSE,On-Time,32,60,Pass,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/05/2019,GIFFNEK,FALSE,On-Time,4,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Internal,Completed, Business Voice,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,GIFFNEK,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,12,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Business,In Progress, Internet Connect,New,International,01/05/2019,N/A,COATESL,TRUE,N/A,0,100,,0.95,0.94,0.09,0.03,BAU,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,15,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
Carrier,Completed, Etherway Access Only,Cancellation,Cancellation Domestic,01/05/2019,01/06/2019,SMARTTEM,FALSE,On-Time,7,15,Fail,0.95,0.94,0.09,0.03,Completed,BAU,Spain
