Order-ref,Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Priority_Order,OCD,ODD,CHD,Parked_Status,Overall_Parked_Days,SRF_REF,Order_Manager,Circuit_Class_Type,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,SLT_Exclusion,Per_Day_€,RFT_Exclusion,CHD_Period,CHD_Week,CHD_Month,CHD_FQ,CHD_FY,Order_In Backlog,Age_Status,Aged_Status,OCD_Period,OCD_Week,OCD_FQ,OCD_FY,ODD_Period,ODD_Week,ODD_FQ,ODD_FY,Group,Group_Manager,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt
ref_882388133,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,28/08/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 05,30/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882388205,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,05/09/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415418,Carrier,Cease In Progress, xDSL / MPLS,Cancellation,Cancellation Global 3rd Party,P3,28/08/2019,23/10/2019,,,,,SMARTTEM,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415452,Carrier,Cease In Progress, xDSL / MPLS,Cancellation,Cancellation Global 3rd Party,P3,28/08/2019,23/10/2019,04/09/2019,,,,SMARTTEM,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415588,Carrier,Cease In Progress, xDSL / MPLS,Cancellation,Cancellation Global 3rd Party,P3,28/08/2019,23/10/2019,17/09/2019,,,,SMARTTEM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415680,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,30/08/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 05,30/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415776,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,06/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415846,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,16/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882415940,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,30/08/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 05,30/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882416012,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,28/08/2019,23/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882423996,Business,In Progress, One Voice Global SIP,New,International,P3,29/08/2019,30/10/2019,,,,,COATESL,International,TRUE, ,,100,,,6.5753,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882424222,Business,In Progress, One Voice Global SIP,New,International,P3,29/08/2019,01/11/2019,,,,,COATESL,International,TRUE, ,,100,,,5.177,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882473401,Business,In Progress, Internet Connect,New,International,P3,29/08/2019,18/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,42.8587,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882473571,Business,In Progress, Internet Connect,New,International,P3,29/08/2019,12/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,30.2466,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882473741,Business,In Progress, Internet Connect,New,International,P3,29/08/2019,12/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,45.8301,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882475463,Business,In Progress, Internet Connect,New,International,P3,30/08/2019,,,,,,RYANC9,International,FALSE, ,,100,,,27.6822,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_882475849,Business,In Progress, One Voice Global SIP,New,International,P3,30/08/2019,08/11/2019,,,,,RYANC9,International,FALSE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882476036,Business,In Progress, One Voice Global SIP,New,International,P3,30/08/2019,08/11/2019,,,,,RYANC9,International,FALSE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882476228,Business,In Progress, One Voice Global SIP,New,International,P3,30/08/2019,08/11/2019,,,,,RYANC9,International,FALSE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882478587,Business,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,30/08/2019,09/12/2019,,,3.86,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882496723,Business,In Progress, One Voice Global SIP,SD Upgrade/Downgrade,Quick Connect,P1a,02/09/2019,28/11/2019,,,0,,AHMEDSS,Domestic,FALSE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882497351,Business,In Progress, Internet Connect,New,Standard Global,P3,02/09/2019,12/11/2019,,,,,GIFFNEK,Internal,FALSE, ,,25,,,27.9449,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882506410,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,30/08/2019,25/10/2019,,,,,DRIVERI,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882506482,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,30/08/2019,25/10/2019,,,,,DRIVERI,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882506542,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,30/08/2019,25/10/2019,,,,,DRIVERI,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,30/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882558908,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,11/09/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882575666,Business,In Progress, Internet Connect,New,International,P3,02/09/2019,26/11/2019,,,,,LYONSR3,International,FALSE, ,,100,,,51.2548,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882575931,Business,In Progress, Internet Connect,New,International,P3,02/09/2019,11/10/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,21.5342,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882576104,Business,In Progress, Internet Connect,New,International,P3,02/09/2019,11/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,16.4052,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882589674,Carrier,Cease In Progress, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,P3,02/09/2019,04/10/2019,20/09/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882589749,Carrier,Cease In Progress, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,P3,02/09/2019,04/10/2019,02/09/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882589821,Carrier,Cease In Progress, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,P3,02/09/2019,04/10/2019,02/09/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882589873,Carrier,Cease In Progress, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,P3,02/09/2019,04/10/2019,,,,,LYONSR3,Internal,FALSE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882589951,Carrier,Cease In Progress, Carrier Services Private Line National,Cancellation,Cancellation Domestic 3rd Party,P3,02/09/2019,04/10/2019,02/09/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882611280,Business,Cease In Progress, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,29/10/2019,17/09/2019,,,,DRIVERI,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,20/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882614563,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882614637,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882614741,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,09/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882615022,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,,,,,COATESL,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882615040,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,02/09/2019,,,,COATESL,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882615070,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,02/09/2019,25/10/2019,02/09/2019,,,,COATESL,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882617778,Internal,In Progress, Private Line National,New,Non-Standard,P3,04/09/2019,27/11/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882625441,Business,In Progress, Private Line International,New,Non-Standard,P3,02/09/2019,18/11/2019,,,,,GIFFNEK,Domestic,FALSE, ,,60,,,127.2026,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882625629,Business,In Progress, Private Line International,New,3rd Party Standard,P3,02/09/2019,25/11/2019,,,,,GIFFNEK,Domestic,FALSE, ,,50,,,141.9889,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882625935,Business,In Progress, MPLS,SD Upgrade/Downgrade,International,P1a,03/09/2019,19/12/2019,,,0,,GIFFNEK,International,FALSE, ,,100,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 09,20/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882635186,Business,In Progress, One Voice Global SIP,New,International,P3,05/09/2019,06/11/2019,,,,,COATESL,International,TRUE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882635376,Business,In Progress, One Voice Global SIP,New,International,P3,05/09/2019,06/11/2019,,,,,COATESL,International,TRUE, ,,100,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882638625,Internal,In Progress,Network Updates,Network,Non-Standard,P3,03/09/2019,07/11/2019,,,,,MCDONNM6,Internal,FALSE, ,,60,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882638949,Business,Parked, One Voice Global SIP,New,International,P4,03/09/2019,03/12/2019,,Y,8,,RYANC9,International,FALSE, ,,100,,,188.3836,FALSE,,,,,,BAU ,BAU Parked,Parked,P 06,06/09/2019,2,2019-2020,P 09,06/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882639349,Business,In Progress, One Voice Global SIP,New,International,P3,03/09/2019,29/10/2019,,,,,COATESL,International,TRUE, ,,100,,,1.3151,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882644671,Carrier,In Progress, Etherflow Internet Connect Global,New,3rd Party Standard,P3,03/09/2019,26/11/2019,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,16.7342,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882645947,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,03/09/2019,28/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882646035,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,03/09/2019,28/10/2019,11/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882646107,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,03/09/2019,28/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882646179,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,03/09/2019,28/10/2019,11/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882646251,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,03/09/2019,28/10/2019,05/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882655583,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic,P3,03/09/2019,21/10/2019,04/09/2019,,,,,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882668568,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,03/09/2019,27/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882668755,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,03/09/2019,15/11/2019,,,,,AHMEDSS,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882669096,Business,In Progress, Internet Connect,New,International,P3,03/09/2019,13/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,45.0082,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882677821,Business,Cease In Progress, xDSL / MPLS,Cancellation,Cancellation International 3rd Party,P3,05/09/2019,31/10/2019,05/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882863704,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,,,,,,DJEMAIM,Domestic,FALSE, ,,25,,,27.9452,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_882863899,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,25/10/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882864080,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,25/10/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882864269,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,08/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882896461,Carrier,In Progress, Etherflow,New,Non-Standard,P3,05/09/2019,31/10/2019,,,5.1107,,LYONSR3,Domestic,FALSE, ,,60,,,11.8412,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882896471,Business,In Progress, Private Line National,New,Non-Standard,P3,05/09/2019,04/11/2019,,,0,,RYANC9,Domestic,FALSE, ,,60,,,65.7534,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882896481,Carrier,In Progress, Etherflow,New,Standard Domestic,P3,05/09/2019,28/11/2019,,,0,,HEJLOVS,Internal,TRUE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882915784,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,05/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882915935,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,12/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882916076,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,04/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882916139,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,27/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,27/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882916213,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,06/09/2019,,,,BRADYA,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 06,06/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882916273,Business,Cease In Progress, MPLS,Cancellation,Cancellation International 3rd Party,P3,04/09/2019,30/10/2019,,,,,BRADYA,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882999465,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,27/11/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882999647,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,25/10/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_882999829,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,04/09/2019,04/12/2019,,,,,RYANC9,Domestic,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 09,06/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_883000016,Business,In Progress, One Voice Global SIP,SD Upgrade/Downgrade,Quick Connect,P1a,04/09/2019,05/11/2019,,,,,COATESL,Domestic,FALSE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_883077117,Business,In Progress, Internet Connect,New,International,P3,06/09/2019,29/11/2019,,,,,BRADYA,International,FALSE, ,,100,,,12.3616,FALSE,,,,,,BAU ,BAU,BAU,P 06,06/09/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
