Order-ref,Channel,Order_Status,Product,Order_Type,New_Delivery_Type,Priority_Order,OCD,ODD,CHD,Parked_Status,Overall_Parked_Days,SRF_REF,Order_Manager,Circuit_Class_Type,Project_Order,On_Time,CT_Ex_Delayed_Days,LT_Tgt,SLT_Status,SLT_Exclusion,Per_Day_€,RFT_Exclusion,CHD_Period,CHD_Week,CHD_Month,CHD_FQ,CHD_FY,Order_In Backlog,Age_Status,Aged_Status,OCD_Period,OCD_Week,OCD_FQ,OCD_FY,ODD_Period,ODD_Week,ODD_FQ,ODD_FY,Group,Group_Manager,On_Time_Tgt,Cycle_Time_Tgt,Parked_Tgt,Backlog_Tgt
ref_880676227,Business,In Progress, One Voice Global SIP,New,International,P3,18/07/2019,11/10/2019,,,,,GIFFNEK,International,TRUE, ,,100,,,6.5753,FALSE,,,,,,BAU ,BAU,BAU,P 04,19/07/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880688146,Business,In Progress, MPLS,New,International,P3,24/07/2019,16/10/2019,,,,,AHMEDSS,International,FALSE, ,,100,,,42.1861,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880696291,Carrier,In Progress, Etherflow/IP,New,3rd Party Standard,P3,22/07/2019,14/10/2019,,,26.859,,HEJLOVS,Domestic,FALSE, ,,50,,,21.5644,FALSE,,,,,,BAU,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880702731,Business,In Progress, Etherflow/IP Connect Global,New,Standard Global,P1,19/07/2019,08/10/2019,,,6.0407,,DJEMAIM,Domestic,FALSE, ,,25,,,74.1781,FALSE,,,,,,BAU,BAU,BAU,P 04,19/07/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880712331,Business,In Progress, Etherflow/IP Connect Global,New,Standard Global,P1,19/07/2019,08/10/2019,,,12.9475,,DJEMAIM,Domestic,FALSE, ,,25,,,68.7041,FALSE,,,,,,BAU ,BAU,BAU,P 04,19/07/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880721538,Business,In Progress, IP Connect GLOBAL,New,International,P3,19/07/2019,13/12/2019,,,,,DJEMAIM,International,TRUE, ,,100,N/A,,62.4658,TRUE,,,,,,BAU ,BAU,BAU,P 04,19/07/2019,2,2019-2020,P 09,13/12/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880729626,Business,In Progress, One Voice Global SIP,New,Standard Global,P3,19/07/2019,08/11/2019,,,36.0818,,RYANC9,Domestic,TRUE, ,,25,,,1.6438,FALSE,,,,,,BAU,BAU,BAU,P 04,19/07/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880772227,Business,In Progress, One Voice Global SIP,New,International,P3,29/07/2019,17/10/2019,,,,,COATESL,International,TRUE, ,,100,,,8.8373,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880781171,Carrier,Parked, Etherflow,New,Non-Standard,P4,23/07/2019,18/09/2019,,Y,19,,SMARTTEM,Domestic,FALSE, ,,60,,,21.863,FALSE,,,,,,Backlog,BAU Parked,Parked,P 04,26/07/2019,2,2019-2020,P 06,20/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_880781201,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,23/07/2019,24/10/2019,,,5.9692,,LYONSR3,Domestic,FALSE, ,,50,,,11.2548,FALSE,,,,,,BAU,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880798320,Business,Cease In Progress, Business Voice,Cancellation,Cancellation Domestic,P3,22/07/2019,23/10/2019,31/07/2019,,,,AHMEDSS,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 04,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880799552,Business,In Progress, Internet Connect,New,International,P3,22/07/2019,14/10/2019,,,0,,BRADYA,International,FALSE, ,,100,,,6.4307,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880819281,Business,Parked, Carrier Services Private Line National,SD Upgrade/Downgrade,Quick Connect,P4,22/07/2019,,,Y,42,,BRADYA,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,Project Parked,Parked,P 04,26/07/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_880838128,Business,Parked, MPLS,New,International,P4,23/07/2019,01/11/2019,,Y,14,,ROWLEYN,International,FALSE, ,,100,,,62.3342,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,26/07/2019,2,2019-2020,P 08,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880839561,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,23/07/2019,18/10/2019,,,0,,SMARTTEM,Domestic,FALSE, ,,50,,,16.7671,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880840211,Business,In Progress, Etherflow/IP Connect Global,New,3rd Party Non Standard,P3,24/07/2019,30/10/2019,,,0,,DJEMAIM,Domestic,FALSE, ,,70,,,45.9398,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880851371,Carrier,In Progress, Etherflow Internet Connect Global,New,3rd Party Standard,P3,23/07/2019,15/10/2019,,,0,,LYONSR3,Domestic,FALSE, ,,50,,,24.1506,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880856863,Business,Cease In Progress,Wan Matrix,Cancellation,Cancellation International 3rd Party,P3,24/07/2019,13/11/2019,20/08/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 05,23/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880863666,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,P3,25/07/2019,07/10/2019,25/07/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 04,26/07/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880863782,Business,Cease In Progress, Internet Access National,Cancellation,Cancellation Domestic,P3,25/07/2019,16/09/2019,25/07/2019,,,,SMARTTEM,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 04,26/07/2019,,2,2019-2020,Backlog,Backlog,BAU,P 04,26/07/2019,2,2019-2020,P 06,20/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_880863844,Business,Cease In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,P3,25/07/2019,11/11/2019,12/08/2019,,,,COATESL,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,16/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880893339,Business,Cease In Progress, Etherflow,Cancellation,Cancellation International 3rd Party,P1,24/07/2019,13/11/2019,24/07/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,Yes,,FALSE,P 04,26/07/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880893429,Business,Cease In Progress, Etherflow,Cancellation,Cancellation International 3rd Party,P1,24/07/2019,13/11/2019,,,,,DJEMAIM,Internal,FALSE, ,,40,,,,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880908846,Business,Parked, Internet Connect,New,International,P4,30/07/2019,22/10/2019,,Y,22,,BRADYA,International,TRUE, ,,100,,,3.4192,FALSE,,,,,,BAU ,Project Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880909220,Business,In Progress, MPLS,New,International,P3,30/07/2019,20/11/2019,,,0,,BRADYA,International,TRUE, ,,100,,,13.0521,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880911635,Business,In Progress, One Voice Global SIP,New,International,P3,24/07/2019,31/10/2019,,,,,COATESL,International,TRUE, ,,100,,,3.2877,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880911824,Business,In Progress, One Voice Global SIP,New,International,P3,24/07/2019,07/10/2019,,,,,COATESL,International,TRUE, ,,100,,,5.1551,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880912008,Business,In Progress, One Voice Global SIP,New,International,P3,24/07/2019,14/10/2019,,,,,COATESL,International,TRUE, ,,100,,,9.5737,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880918567,Business,In Progress, MPLS,New,International,P3,26/07/2019,28/10/2019,,,,,ROWLEYN,International,FALSE, ,,100,,,60.0658,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880918798,Business,In Progress, One Voice Global SIP,New,International,P3,26/07/2019,31/10/2019,,,,,COATESL,International,TRUE, ,,100,,,6.5753,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880928036,Internal,In Progress,Network Updates,Network,Non-Standard,P3,25/07/2019,14/11/2019,,,,,HEJLOVS,Internal,FALSE, ,,60,,,,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 08,15/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880940641,Carrier,In Progress, Etherflow/MPLS,New,Non-Standard,P3,26/07/2019,16/10/2019,,,18.8303,,HEJLOVS,Domestic,FALSE, ,,60,,,7.6549,FALSE,,,,,,BAU,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880962321,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic,P3,29/07/2019,30/10/2019,29/07/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 04,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880989401,Carrier,Parked, Etherflow,New,3rd Party Standard,P4,26/07/2019,18/10/2019,,Y,20,,DUFFYM,Domestic,FALSE, ,,50,,,20.3699,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,26/07/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_880989411,Carrier,In Progress, Etherflow/MPLS,New,Standard Global,P3,26/07/2019,21/10/2019,,,29.1923,,HEJLOVS,Domestic,FALSE, ,,25,,,11.4165,FALSE,,,,,,BAU ,BAU,BAU,P 04,26/07/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881017627,Internal,In Progress,Network Updates,Network,Non-Standard,P3,29/07/2019,29/11/2019,,,,,AHMEDSS,Internal,FALSE, ,,60,,,,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881057520,Internal,In Progress, Private Line National,New,3rd Party Standard,P3,29/07/2019,29/11/2019,,,,,DJEMAIM,Domestic,FALSE, ,,50,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881058269,Carrier,Cease In Progress, Etherflow,Cancellation,Cancellation Domestic 3rd Party,P3,01/08/2019,31/10/2019,01/08/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881058300,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic 3rd Party,P3,01/08/2019,31/10/2019,02/08/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881064859,Business,In Progress, MPLS,New,International,P3,29/07/2019,18/11/2019,,,0,,BRADYA,International,TRUE, ,,100,,,11.0137,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881066756,Business,Cease In Progress, Private Line National,Cancellation,Cancellation Global 3rd Party,P3,29/07/2019,18/10/2019,11/09/2019,,,,DJEMAIM,Internal,FALSE,On-Time,,40,Pass,,,FALSE,P 06,13/09/2019,,2,2019-2020,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881073651,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,30/07/2019,,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,64.4712,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881112411,Carrier,Parked, Etherflow/MPLS,New,3rd Party Standard,P4,30/07/2019,,,Y,11,,HEJLOVS,Domestic,FALSE, ,,50,,,20.8108,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881114461,Business,In Progress, Etherflow/IP,New,Non-Standard,P3,30/07/2019,,,,15.9956,,HEJLOVS,Domestic,FALSE, ,,60,,,9.7425,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881116052,Business,In Progress, MPLS,SD Upgrade/Downgrade,International,P1a,02/08/2019,25/10/2019,,,,,DJEMAIM,International,FALSE, ,,100,,,,FALSE,,,,,,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881116302,Business,In Progress, MPLS,New,International,P3,02/08/2019,25/10/2019,,,0,,ROWLEYN,International,FALSE, ,,100,,,46.2904,FALSE,,,,,,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881118621,Business,Parked, Etherflow/ IP Connect Ireland,New,Non-Standard,P4,30/07/2019,08/10/2019,,Y,19,,RYANC9,Domestic,FALSE, ,,60,,,20.6466,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881122411,Business,Parked, Etherflow/ IP Connect Ireland,New,Non-Standard,P4,30/07/2019,08/10/2019,,Y,19,,RYANC9,Domestic,FALSE, ,,60,,,20.6466,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,11/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881134580,Carrier,In Progress, Etherflow,SD Upgrade/Downgrade,Quick Connect,P1a,30/07/2019,29/11/2019,,,13.1616,CEDRIC,MCDONNM6,Domestic,TRUE, ,,15,,,,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881158471,Business,In Progress, Internet Connect,New,International,P3,31/07/2019,22/11/2019,,,0,,COATESL,International,TRUE, ,,100,,,74.8603,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881158828,Business,Parked, MPLS,New,International,P4,31/07/2019,23/10/2019,,Y,14,,ROWLEYN,International,FALSE, ,,100,,,49.2493,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881159198,Business,Parked, Internet Connect,New,International,P4,31/07/2019,23/10/2019,,Y,22,,BRADYA,International,TRUE, ,,100,,,3.4192,FALSE,,,,,,BAU ,Project Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881180401,Carrier,Parked, Etherflow/IP,New,3rd Party Standard,P4,31/07/2019,23/10/2019,,Y,10,,HEJLOVS,Domestic,FALSE, ,,50,,,14.7945,FALSE,,,,,,BAU ,BAU Parked,Parked,P 04,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881181479,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881181705,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881181914,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881182326,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881182531,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881182739,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881182946,Carrier,In Progress, Private Line National,New,Non-Standard,P3,31/07/2019,,,,,,DUFFYM,Domestic,FALSE, ,,60,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 04,02/08/2019,2,2019-2020,,,,,,,0.95,0.94,0.09,0.03
ref_881224947,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic,P3,01/08/2019,18/10/2019,01/08/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,18/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881232411,Carrier,In Progress, Etherflow/MPLS,New,3rd Party Standard,P3,01/08/2019,24/10/2019,,,0.1069,,HEJLOVS,Domestic,FALSE, ,,50,,,36.9425,FALSE,,,,,,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,25/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881234657,Business,In Progress, One Voice Global SIP,New,International,P3,01/08/2019,02/10/2019,,,,,COATESL,International,TRUE, ,,100,,,1.4729,FALSE,,,,,,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881237892,Business,Parked, One Voice Global SIP,New,International,P4,01/08/2019,26/09/2019,,Y,25,,DJEMAIM,International,FALSE, ,,100,,,3.3534,FALSE,,,,,,Backlog,BAU Parked,Parked,P 05,02/08/2019,2,2019-2020,P 06,27/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_881239511,Carrier,Cease In Progress, Etherflow,Cancellation,Cancellation Domestic 3rd Party,P3,01/08/2019,06/11/2019,01/08/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,02/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881247900,Business,Parked, MPLS,SD Upgrade/Downgrade,International,P4,01/08/2019,13/09/2019,,Y,15,,DJEMAIM,International,TRUE, ,,100,,,,FALSE,,,,,,Backlog,Project Parked,Parked,P 05,02/08/2019,2,2019-2020,P 06,13/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_881271411,Business,In Progress, Etherflow,New,3rd Party Standard,P3,06/08/2019,26/11/2019,,,0,,HEJLOVS,Domestic,FALSE, ,,50,,,48.8219,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 08,29/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881271871,Business,In Progress, Etherflow,New,Non-Standard,P3,07/08/2019,04/10/2019,,,0,,SMARTTEM,Domestic,FALSE, ,,60,,,27.611,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881277671,Carrier,In Progress, Etherflow,New,Quick Connect,P1a,07/08/2019,04/11/2019,,,16.7951,,LYONSR3,Domestic,FALSE, ,,15,,,4.1425,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881281593,Carrier,Cease In Progress, Etherway,Cancellation,Cancellation Domestic,P3,02/08/2019,07/11/2019,06/08/2019,,,,LYONSR3,Internal,FALSE,On-Time,,15,Pass,Yes,,FALSE,P 05,09/08/2019,,2,2019-2020,BAU ,BAU,BAU,P 05,02/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881351933,Business,In Progress, One Voice Global SIP,New,International,P3,07/08/2019,08/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,1.6438,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881375421,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,06/08/2019,04/11/2019,,,0.231,,LYONSR3,Domestic,FALSE, ,,50,,,12.589,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881375431,Carrier,In Progress, Etherflow,New,3rd Party Standard,P3,06/08/2019,30/10/2019,,,0,,SMARTTEM,Domestic,FALSE, ,,50,,,20.8274,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881376631,Business,In Progress, Etherflow,New,Non-Standard,P3,06/08/2019,29/10/2019,,,0,,GIFFNEK,Domestic,FALSE, ,,60,,,68.3507,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 07,01/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881400128,Business,Parked, Etherway Access Only,SD Upgrade/Downgrade,Quick Connect,P4,07/08/2019,04/09/2019,,Y,23,,DJEMAIM,Domestic,FALSE, ,,15,,,,FALSE,,,,,,Backlog,BAU Parked,Parked,P 05,09/08/2019,2,2019-2020,P 06,06/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_881425266,Business,In Progress, DSL/ IP Connect GLOBAL Bitstream,New,3rd Party Standard,P3,07/08/2019,19/11/2019,,,20.0939,,HEJLOVS,Domestic,FALSE, ,,50,,,1.874,FALSE,,,,,,BAU ,BAU,BAU,P 05,09/08/2019,2,2019-2020,P 08,22/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881447811,Business,Parked, One Voice Global SIP,New,International,P4,09/08/2019,19/09/2019,,Y,9,,GIFFNEK,International,TRUE, ,,100,,,0,FALSE,,,,,,Backlog,Project Parked,Parked,P 05,09/08/2019,2,2019-2020,P 06,20/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_881448030,Business,Parked, One Voice Global SIP,New,International,P4,09/08/2019,23/09/2019,,Y,9,,GIFFNEK,International,TRUE, ,,100,,,0,FALSE,,,,,,Backlog,Project Parked,Parked,P 05,09/08/2019,2,2019-2020,P 06,27/09/2019,2,2019-2020,,,0.95,0.94,0.09,0.03
ref_881448233,Business,Parked, One Voice Global SIP,New,International,P4,09/08/2019,01/10/2019,,Y,9,,GIFFNEK,International,TRUE, ,,100,,,0,FALSE,,,,,,BAU ,Project Parked,Parked,P 05,09/08/2019,2,2019-2020,P 07,04/10/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881451336,Business,In Progress, Internet Connect,New,International,P3,13/08/2019,04/11/2019,,,,,GIFFNEK,International,FALSE, ,,100,,,18.4438,FALSE,,,,,,BAU ,BAU,BAU,P 05,16/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881462883,Internal,In Progress, Private Line National,New,Standard Domestic,P3,13/08/2019,05/11/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 05,16/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
ref_881463085,Internal,In Progress, Private Line National,New,Standard Domestic,P3,13/08/2019,05/11/2019,,,,N/A,MCDONNM6,Internal,FALSE, ,,25,,,0,FALSE,,,,,,BAU ,BAU,BAU,P 05,16/08/2019,2,2019-2020,P 08,08/11/2019,3,2019-2020,,,0.95,0.94,0.09,0.03
